Date (date),RTGS Volume (rtgs_vol),RTGS Value (rtgs_val),NEFT Volume (neft_vol),NEFT Value (neft_val),AePS Volume (aeps_vol),AePS Value (aeps_val),UPI Volume (upi_vol),UPI Value (upi_val),IMPS Volume (imps_vol),IMPS Value (imps_val),NACH Credit Volume (nach_credit_vol),NACH Credit Value (nach_credit_val),NACH Debit Volume (nach_debit_vol),NACH Debit Value (nach_debit_val),NETC Volume (netc_vol),NETC Value (netc_val),BBPS Volume (bbps_vol),BBPS Value (bbps_val),CTS Volume (cts_vol),CTS Value (cts_val),Credit Card (At PoS and e-Commerce) Volume (credit_card_at_pos_and_e_commerce_vol),Credit Card (At PoS and e-Commerce) Value (credit_card_at_pos_and_e_commerce_val),Debit Card (At PoS and e-Commerce) Volume (debit_card_at_pos_and_e_commerce_vol),Debit Card (At PoS and e-Commerce) Value (debit_card_at_pos_and_e_commerce_val),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Volume (ppis_card_at_pos_and_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Value (ppis_card_at_pos_and_e_commerce_val),NFS (through ATMs) Volume (nfs_through_atms_vol),NFS (through ATMs) Value (nfs_through_atms_val),AePS (through micro-ATMs / BCs) Volume (aeps_through_micro_atms_or_bcs_vol),AePS (through micro-ATMs / BCs) Value (aeps_through_micro_atms_or_bcs_val),Credit Card Volume (credit_card_at_pos_vol),Credit Card Value (credit_card_at_pos_val),Credit Card Volume at e-Commerce (credit_card_at_e_commerce_vol),Credit Card Value at e-Commerce (credit_card_at_e_commerce_val),Debit Card Volume (debit_card_at_pos_vol),Debit Card Value (debit_card_at_pos_val),Debit Card Volume at e-Commerce (debit_card_at_e_commerce_vol),Debit Card Value at e-Commerce (debit_card_at_e_commerce_val),Prepaid Payment Instruments (PPIs) Card Volume (ppis_card_at_pos_vol),Prepaid Payment Instruments (PPIs) Card Value (ppis_card_at_pos_val),Prepaid Payment Instruments (PPIs) Card Volume at e-Commerce (ppis_card_at_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card Value at e-Commerce (ppis_card_at_e_commerce_val),Government Securities Clearing Volume (government_securities_clearing_vol),Government Securities Clearing Value (government_securities_clearing_val),Forex Clearing Volume (forex_clearing_vol),Forex Clearing Value (forex_clearing_val),Rupee Derivatives (for all deals matched during the day) Volume (rupee_derivatives_vol),Rupee Derivatives (for all deals matched during the day) Value (rupee_derivatives_val)
"2024-10-16","10.03","609889.75","284.45","139134.24","0.81","24.77","5202.53","72971.45","143.1","19923.99","138.21","6630.88","24.51","3191.22","108.79","193.96","80.48","2848.57","21.93","24419.86","","","","","","","101.11","4223.34","41.49","1026.85","31.24","1441.51","52.1","3530.92","27.31","759.05","13.06","474.71","4.61","15.78","2.29","154.65","0.08","747058.45","0.05","263642.65","0.01","53085.0"
"2021-01-02","4.96","158391.81","91.09","56094.52","0.36","9.08","792.19","16441.23","121.68","10670.38","87.98","5088.55","75.12","4341.49","48.4","77.04","7.62","99.52","22.64","19350.22","22.71","751.43","76.36","1227.31","4.13","127.18","129.06","5784.65","29.3","852.14","","","","","","","","","","","","","","","","","",""
"2021-11-15","9.29","568475.85","138.71","108315.37","0.7","18.64","1373.07","27088.45","139.71","13079.54","62.86","3515.57","82.68","6915.36","72.22","104.52","23.72","451.3","36.52","31113.09","","","","","","","108.81","4517.17","32.58","869.2","43.26","1343.75","34.72","1747.55","86.16","1768.45","51.5","830.86","1.6","27.97","4.59","60.87","0.05","604318.97","0.08","210674.21","0.0","17555.0"
"2022-04-18","9.76","598564.68","129.46","104016.67","0.61","21.84","1847.09","34476.4","158.26","15858.38","262.8","5746.44","21.44","2528.14","88.56","132.7","29.44","516.1","33.18","30259.76","","","","","","","109.18","4602.46","35.82","1004.92","64.07","2013.79","55.96","3553.6","110.83","2353.3","65.03","1025.94","2.91","48.62","5.59","92.72","0.06","706042.83","0.09","280559.51","0.01","30630.0"
"2022-03-06","0.59","4874.55","35.69","9145.24","0.35","12.59","1725.69","26113.76","144.1","10319.81","1.21","231.0","26.43","1920.87","94.17","139.87","18.51","219.5","","","","","","","","","111.04","4427.42","29.23","747.63","26.82","820.81","20.14","929.78","54.88","1041.46","23.97","372.58","3.27","55.45","8.69","103.99","","","","","",""
"2020-07-25","","","13.65","6554.57","0.41","6.51","466.6","7787.59","64.02","5730.15","","","","","28.73","54.35","5.43","101.01","","","","","","","","","75.45","2878.4","16.46","388.44","","","","","","","","","","","","","","","","","",""
"2023-04-25","9.09","509214.49","155.66","108122.25","0.59","20.6","2811.87","44390.27","153.47","17126.66","93.86","6510.57","33.88","3860.4","98.6","165.23","31.45","627.25","26.74","31214.69","","","","","","","98.1","4017.74","29.73","844.52","32.18","1192.26","33.88","2245.72","42.0","920.23","19.49","456.63","0.85","21.12","0.9","39.72","0.1","779896.1","0.09","240352.99","0.01","37716.0"
"2024-03-07","11.28","873567.79","363.45","205630.9","0.72","19.64","4501.15","72473.42","196.62","23201.29","134.2","6604.75","84.34","9282.39","114.09","197.36","51.16","1264.65","23.01","26966.46","","","","","","","121.38","5421.83","38.87","991.54","33.83","1556.24","33.67","2915.28","33.15","808.69","13.94","485.64","0.93","20.85","1.13","53.64","0.06","771072.74","0.09","290432.08","0.0","23644.24"
"2023-08-17","9.79","759113.0","187.26","140827.32","0.43","13.73","3322.78","49839.67","157.24","17084.57","73.65","5052.16","21.27","2548.39","95.33","158.89","39.05","912.63","30.01","27976.57","","","","","","","101.41","4117.29","31.01","794.7","50.69","1817.23","55.57","3316.2","54.63","1301.65","26.18","663.3","0.9","15.87","1.04","18.9","0.05","722924.48","0.09","275342.37","0.01","60425.0"
"2022-03-07","9.63","563528.32","207.4","136179.02","0.44","17.1","1817.79","37285.22","172.24","18699.64","141.16","4640.33","74.53","5674.53","84.7","128.08","23.74","385.39","28.8","25486.73","","","","","","","119.26","5262.24","37.6","1047.67","48.28","1697.76","41.56","2782.18","92.23","1869.69","49.13","900.48","3.09","50.27","9.46","125.19","0.05","681233.58","0.09","242617.25","0.01","25935.0"
"2020-06-24","4.8","326049.65","71.52","68814.85","0.57","8.68","477.54","8942.45","65.81","6840.45","85.42","2642.41","9.53","1073.74","28.76","52.54","6.27","110.47","19.36","16881.89","","","","","","","93.74","3654.83","30.02","661.93","","","","","","","","","","","","","","","","","",""
"2022-12-17","6.32","153506.5","122.81","60951.92","0.4","14.7","2488.37","37570.68","143.45","13067.87","67.6","4275.37","6.96","1486.38","101.91","163.53","32.51","550.21","20.17","20253.99","","","","","","","109.36","4397.73","29.46","772.9","31.33","958.04","29.12","1418.96","45.12","941.7","19.57","362.72","0.9","18.09","2.79","41.42","0.0","9834.12","0.0","0.0","0.0","0.0"
"2021-11-26","8.21","561068.08","109.46","110546.14","0.71","20.68","1375.68","25509.28","134.1","12739.29","69.55","4136.15","10.03","1442.87","75.09","118.16","19.06","364.33","24.09","24301.56","","","","","","","100.12","3987.32","26.66","720.13","26.53","891.64","26.66","1490.53","58.78","1161.5","34.38","579.16","1.53","31.64","6.83","77.04","0.05","692667.52","0.15","272877.99","0.0","22185.0"
"2023-08-01","8.69","618597.75","328.06","165795.61","0.26","11.36","3552.48","66969.23","183.55","22986.1","139.52","9867.06","32.43","4463.21","93.47","164.98","38.39","768.14","23.58","27345.63","","","","","","","121.78","5610.96","43.81","1223.26","29.29","1189.28","30.43","2628.0","39.15","868.84","18.76","596.3","0.81","15.06","0.79","26.59","0.06","626939.55","0.12","302732.68","0.01","38435.0"
"2023-09-24","0.76","7172.24","92.25","12554.98","0.69","19.76","3362.79","36318.66","131.07","9373.11","1.1","68.35","2.6","281.01","103.6","175.05","25.44","399.31","","","","","","","","","90.69","3189.94","25.31","598.96","31.81","1057.24","29.97","1269.94","30.94","683.04","11.52","258.47","0.84","14.8","0.68","16.94","0.0","0.0","0.0","0.0","0.0","0.0"
"2022-10-28","8.3","629669.09","152.49","128204.08","0.95","27.28","2162.42","36086.52","140.67","14852.35","65.42","6381.61","58.86","2902.72","96.24","141.75","29.09","541.72","22.01","22631.12","","","","","","","98.89","3962.27","34.82","932.5","29.44","1072.32","31.05","1804.37","48.21","1009.51","26.25","520.78","1.53","32.5","2.49","64.02","0.06","817140.55","0.07","242425.87","0.0","35535.0"
"2020-12-07","6.59","387482.76","153.81","112269.18","0.28","8.22","755.12","15716.32","122.81","10842.58","47.35","3866.87","74.99","5536.02","42.94","69.43","9.84","135.85","29.3","22917.91","73.01","2350.81","158.63","2723.12","4.99","122.18","119.29","5209.91","22.98","678.78","","","","","","","","","","","","","","","","","",""
"2023-11-19","0.81","7481.58","107.93","14213.87","0.7","17.83","3548.45","38799.93","119.33","9067.77","3.11","231.17","3.85","387.3","116.66","182.97","32.15","495.6","","","","","","","","","90.0","3288.43","31.6","753.11","26.12","864.89","27.74","1263.99","26.91","624.91","11.14","222.5","0.84","14.11","1.06","45.47","","","","","",""
"2023-01-31","10.48","941416.29","303.59","211207.83","0.75","24.57","2680.96","53514.4","173.34","23117.55","194.19","7719.05","13.05","2877.64","96.97","161.91","33.02","682.07","27.14","28880.61","","","","","","","111.21","4918.47","29.47","823.29","30.09","1143.07","35.67","2672.98","43.97","944.09","24.04","624.35","0.92","23.15","2.37","53.35","0.05","727013.69","0.19","1505315.89","0.0","28385.0"
"2023-11-08","10.21","536433.17","301.13","151792.15","0.49","19.5","4051.05","69096.38","180.92","22440.23","210.15","16384.88","43.01","4145.21","106.3","186.4","46.67","1084.15","26.92","27366.59","","","","","","","130.01","6059.3","39.65","1119.45","35.91","1665.97","40.98","3152.39","42.1","1131.35","16.93","509.49","0.95","19.06","1.11","48.72","0.07","632762.96","0.08","289327.45","0.01","32105.0"
"2020-11-18","5.66","345450.69","95.48","75166.8","0.38","8.49","768.4","13252.11","109.41","9044.24","56.2","3682.52","12.29","1831.66","41.58","65.64","10.16","156.58","23.94","19555.3","43.84","1320.77","108.52","1700.52","4.37","114.56","108.67","4476.57","26.46","697.8","","","","","","","","","","","","","","","","","",""
"2020-07-10","5.2","389681.83","102.36","86573.94","0.57","8.91","451.5","9324.23","74.82","8028.18","42.89","3159.9","82.56","8772.27","29.76","54.28","6.09","104.0","22.42","17692.52","","","","","","","106.92","4583.66","27.19","639.46","","","","","","","","","","","","","","","","","",""
"2022-05-23","8.12","483194.32","119.03","94770.72","0.69","22.17","1870.32","32828.94","150.66","14295.07","16.15","4713.27","15.69","1199.63","88.85","135.1","26.46","502.42","24.23","23243.57","","","","","","","101.81","4073.63","35.47","970.07","50.38","1583.01","39.99","3295.16","81.94","1642.36","42.97","682.47","2.71","40.39","4.7","62.38","0.06","667852.27","0.08","254666.9","0.0","13265.0"
"2024-03-29","6.79","149583.08","212.77","143521.82","0.89","23.12","4282.98","61279.32","203.65","22952.3","178.71","7318.96","8.48","1169.9","113.96","198.46","40.9","1007.54","4.19","7216.1","","","","","","","94.69","4051.04","29.6","787.91","28.43","1251.07","31.72","2275.61","25.96","724.69","11.46","392.68","0.78","17.54","1.29","54.01","","","","","",""
"2021-06-10","5.94","375251.07","115.45","75218.01","0.58","14.57","960.68","19826.78","105.65","10082.94","106.74","3810.21","101.61","12102.13","48.93","85.03","16.57","306.24","20.56","18559.57","37.08","1724.3","80.24","1405.22","3.38","62.78","99.62","4367.54","30.01","824.24","","","","","","","","","","","","","0.04","496611.29","0.06","163832.82","0.0","11705.0"
"2023-07-23","0.65","5363.21","81.15","12782.45","0.52","14.46","3093.14","34416.57","131.83","8947.11","6.04","162.48","3.63","282.07","97.66","162.69","24.79","385.1","","","","","","","","","91.01","3189.24","24.97","610.05","33.52","1049.07","30.01","1227.14","34.46","741.16","12.58","270.63","0.79","13.57","0.97","13.22","","","","","",""
"2022-04-12","9.08","515627.64","149.47","102029.62","0.53","19.47","1934.32","36141.16","165.47","16331.24","75.46","3377.87","21.24","2101.45","83.92","135.59","29.11","459.87","33.23","33321.31","","","","","","","123.1","5437.99","38.98","1082.02","27.15","928.25","27.2","1837.95","61.23","1232.63","33.38","592.0","2.75","47.37","5.23","91.06","0.06","658620.89","0.09","252833.53","0.01","38299.0"
"2023-02-21","8.98","496494.2","204.26","115972.46","0.52","20.73","2650.99","42897.62","154.02","16533.63","96.26","4919.95","30.08","3121.58","98.26","160.99","34.79","644.98","26.38","27248.71","","","","","","","103.49","4171.71","34.13","926.32","31.75","1108.68","37.27","2218.45","43.65","904.42","22.18","487.8","0.98","24.68","1.71","71.39","0.04","709659.56","0.18","403476.82","0.01","26540.0"
"2023-08-15","1.0","10578.59","92.24","18143.75","0.4","11.94","3284.6","39607.89","139.11","10754.85","3.32","769.17","71.0","6844.53","99.62","161.82","29.26","546.03","","","","","","","","","94.68","3603.34","27.37","665.3","31.5","1205.18","30.53","1260.87","33.38","821.69","13.07","302.87","0.81","13.1","1.3","18.89","","","","","",""
"2020-12-13","","","9.5","3210.35","0.18","4.68","684.78","10004.15","96.95","5617.56","","","","","45.27","75.39","7.29","75.31","","","41.1","901.38","99.11","1292.93","4.01","71.33","98.34","3653.03","16.3","435.53","","","","","","","","","","","","","","","","","",""
"2022-05-22","0.52","4150.41","37.91","7210.45","0.63","18.08","1826.09","23763.95","131.73","7974.73","0.57","80.48","11.43","743.13","98.77","147.75","21.08","262.88","","","","","","","","","99.13","3558.86","29.36","748.66","28.74","799.88","22.3","933.97","49.9","931.61","22.72","314.26","3.02","42.23","3.96","44.69","","","","","",""
"2024-06-09","1.08","13528.54","146.25","17559.31","0.61","17.44","4710.92","56425.61","159.66","12595.51","1.58","166.3","14.7","1141.27","122.59","203.11","44.9","941.02","","","","","","","","","103.5","4350.0","29.12","724.59","32.22","1282.58","32.48","1637.6","28.16","721.09","9.25","252.46","1.39","16.62","0.95","27.71","","","","","",""
"2021-08-12","6.76","476627.22","128.26","81455.83","0.83","18.04","1187.33","22704.03","126.2","11126.2","71.51","4397.3","16.54","2023.7","65.5","102.71","21.89","386.88","24.7","22651.68","46.86","2177.71","98.61","1843.63","5.52","144.61","112.49","4631.38","45.03","1114.27","","","","","","","","","","","","","0.04","477166.38","0.08","196308.74","0.0","8080.0"
"2020-06-17","4.97","321418.91","72.77","64135.49","0.54","8.04","446.58","9087.24","68.21","7098.01","58.41","2713.92","9.84","1325.0","28.6","52.06","6.98","117.03","22.24","17452.45","","","","","","","99.15","4018.48","34.01","690.78","","","","","","","","","","","","","","","","","",""
"2023-04-17","10.12","660645.09","164.67","117218.21","0.62","23.23","2920.98","48059.75","167.91","18625.85","128.87","6821.28","26.08","2394.54","95.93","161.5","37.83","735.55","30.75","31254.8","","","","","","","108.87","4634.45","35.31","1027.94","60.14","2094.36","58.35","3103.72","71.39","1690.77","35.42","710.77","1.22","29.71","1.28","44.32","0.08","768844.87","0.1","303450.57","0.0","27410.34"
"2023-01-05","7.83","480622.94","194.52","118202.61","0.24","11.67","2680.05","48732.35","167.58","18526.18","68.25","8055.67","185.07","17892.52","91.16","153.26","35.79","637.65","23.9","25520.24","","","","","","","112.43","4922.41","32.47","934.75","30.3","1157.28","37.01","2844.94","48.35","1043.47","26.23","613.14","0.92","22.0","2.18","53.88","0.05","649037.05","0.09","233964.9","0.0","17605.0"
"2021-01-11","8.66","422284.64","170.19","111765.07","0.36","9.01","790.01","16385.67","129.59","11567.12","90.42","4383.58","97.21","12106.07","45.64","73.45","10.9","171.13","42.71","32442.69","70.69","2356.54","150.7","2713.77","4.73","127.88","121.41","5276.54","31.56","881.12","","","","","","","","","","","","","","","","","",""
"2024-10-15","10.4","738174.7","272.07","180154.29","0.8","25.28","5067.63","73329.45","144.45","20541.14","257.06","8308.46","137.07","12886.64","106.94","184.23","83.3","2934.68","24.43","27129.87","","","","","","","101.98","4343.62","41.51","1063.32","30.81","1400.83","41.34","2764.92","27.18","732.69","12.25","427.39","4.58","19.04","2.2","150.59","0.06","726006.65","0.16","498557.2","0.01","57942.0"
"2021-05-26","3.09","71783.25","53.19","38424.44","0.71","17.99","682.56","12817.62","82.9","7449.62","56.66","2008.71","7.48","1076.59","36.57","66.68","12.02","208.15","7.45","7049.25","21.09","901.54","49.84","790.6","7.39","173.92","67.42","2702.61","24.51","695.07","","","","","","","","","","","","","","","","","",""
"2024-08-08","9.25","634353.59","303.62","146440.81","0.5","17.59","4990.49","74517.12","159.47","20790.9","133.61","4657.85","49.63","5754.12","102.28","180.99","73.47","3359.97","20.71","23252.74","","","","","","","111.12","5037.4","34.49","874.57","31.64","1552.06","45.93","3745.62","30.16","852.31","12.96","490.74","2.61","15.36","1.16","50.02","0.08","731024.28","0.1","315264.31","0.01","57295.0"
"2022-12-05","8.34","554005.18","182.05","112403.17","0.25","10.8","2630.16","50169.23","173.74","18986.45","92.81","4312.17","187.49","17720.28","96.54","149.41","37.98","688.35","23.76","22407.88","","","","","","","116.18","5113.48","31.89","919.2","49.86","1850.67","51.9","3584.27","73.02","1623.91","40.32","894.46","1.04","22.61","2.45","53.13","0.07","659973.53","0.12","291416.28","0.0","24720.0"
"2023-02-16","8.47","533928.48","161.4","113475.76","0.38","16.11","2530.37","40478.39","155.76","16306.76","178.61","6978.93","15.09","2003.54","116.34","186.7","36.97","676.05","23.91","25416.61","","","","","","","108.98","4456.83","33.88","903.56","31.05","1050.99","36.42","2805.17","46.54","988.12","24.16","486.34","1.07","25.18","1.73","72.12","0.07","743659.19","0.09","228413.89","0.01","22511.1"
"2020-10-20","6.29","330476.93","98.08","90711.95","0.42","8.94","676.48","13103.34","105.56","9231.26","93.77","3878.89","30.81","3573.45","38.13","68.67","8.85","158.56","28.81","25642.54","","","","","","","105.5","4340.43","24.11","618.12","","","","","","","","","","","","","","","","","",""
"2022-09-28","8.71","686404.64","161.37","129762.05","0.81","24.48","2294.03","37494.05","150.58","16288.53","130.23","4941.0","51.44","2832.21","88.81","147.98","27.62","528.6","25.46","26983.71","","","","","","","102.77","4115.87","28.42","786.95","30.52","1127.25","54.68","3249.89","52.17","1094.4","33.62","739.67","1.7","31.26","3.66","83.09","0.08","815667.57","0.12","334181.89","0.0","40342.0"
"2023-09-22","8.88","672910.16","183.94","135484.41","0.64","20.0","3389.37","47198.39","148.54","15906.35","99.28","4423.44","24.12","3135.79","97.5","170.04","33.29","796.05","20.5","23016.14","","","","","","","92.02","3566.92","30.39","773.0","32.37","1226.78","37.44","2268.36","34.84","790.64","16.02","443.1","0.78","13.89","1.11","43.22","0.1","735238.18","0.12","270564.85","0.0","23740.0"
"2021-09-02","6.95","456484.93","154.96","102119.71","0.58","16.0","1276.66","26154.15","145.68","13600.34","178.48","8184.89","83.97","4992.44","63.74","99.75","19.45","344.64","24.25","24180.92","42.92","2247.88","95.73","1758.74","7.62","133.89","117.3","5247.4","31.71","879.37","","","","","","","","","","","","","0.07","566016.3","0.1","233380.69","0.0","15580.0"
"2020-06-25","4.74","331568.47","66.47","86276.49","0.56","8.71","456.49","8531.52","66.16","6927.48","175.59","5413.91","23.92","2028.04","28.57","53.16","6.04","115.28","19.83","16986.62","","","","","","","88.94","3479.39","28.25","647.98","","","","","","","","","","","","","","","","","",""
"2020-11-01","","","19.54","5062.71","0.25","5.37","719.36","11976.23","106.31","7578.92","","","","","43.29","75.72","5.48","75.25","","","43.0","1137.29","110.21","1520.9","3.83","74.72","110.58","4451.27","19.3","513.86","","","","","","","","","","","","","","","","","",""
"2021-11-14","0.4","3089.61","24.38","5242.17","0.58","14.27","1344.94","18867.22","116.05","7406.04","26.59","799.25","2.46","147.06","79.11","114.47","17.11","220.1","","","","","","","","","101.05","3831.07","24.8","629.86","26.9","781.01","17.98","566.7","56.19","1081.56","27.31","345.21","1.76","28.75","4.51","53.35","","","","","",""
"2023-10-08","0.89","8730.32","108.74","18125.39","0.37","13.89","3850.15","51259.08","152.35","12742.6","2.06","267.63","30.98","2200.6","100.41","180.2","31.09","553.82","0.0","0.0","","","","","","","116.62","4835.16","31.18","786.72","29.79","1106.31","26.86","2359.05","34.0","827.51","13.32","455.96","0.95","17.37","1.03","42.8","","","","","",""
"2022-03-09","8.73","489403.57","202.71","102376.17","0.49","18.83","1808.25","34882.05","168.25","17061.34","199.55","4649.23","17.54","1934.46","86.11","136.06","25.71","422.24","28.53","26880.5","","","","","","","121.31","5286.27","36.74","1034.2","27.16","972.28","26.94","1721.35","60.93","1187.59","32.88","605.4","2.94","42.47","8.94","103.42","0.05","698507.56","0.11","225963.56","0.01","34940.0"
